node1,node2,start,end
32,3,607742,608353
32,17,607742,608356
32,16,607746,607752
32,0,607746,607926
32,22,607746,608741
9,32,607760,608385
2,28,607787,608348
2,31,607787,608928
0,5,607916,607916
0,1,607916,607926
0,13,607916,608503
0,18,607920,608545
3,16,607922,608040
6,21,607922,608547
15,6,607922,609689
15,20,607922,608547
1,0,607935,607935
1,19,607942,608519
31,24,607993,607993
16,5,608026,608033
10,31,608031,608590
10,35,608031,608597
10,24,608031,608838
16,9,608040,608040
16,19,608040,609231
16,32,608040,608665
14,17,608052,609159
27,10,608065,608065
27,21,608065,608643
20,31,608075,609164
20,6,608075,609675
4,24,608102,608102
4,18,608108,608108
4,5,608108,608108
4,32,608108,608733
4,26,608115,608692
4,0,608115,609249
22,18,608138,608731
18,0,608140,608140
18,14,608147,608731
18,9,608154,608154
18,1,608154,609288
21,15,608186,608186
21,28,608186,608186
21,6,608186,608186
21,20,608190,608190
21,35,608190,608802
28,21,608233,608797
28,26,608233,609346
35,6,608262,608262
19,3,608285,608482
19,0,608285,608503
9,20,608337,608337
2,35,608348,608360
32,20,608353,608353
2,27,608354,608979
32,5,608356,608941
32,4,608356,609249
2,21,608360,608925
32,9,608364,608364
32,16,608364,608364
32,14,608364,609738
0,3,608503,609060
1,16,608519,608519
1,14,608519,609144
1,22,608519,609144
1,17,608519,609076
15,14,608523,608523
6,27,608528,608528
6,24,608528,608534
31,6,608560,608560
31,21,608560,609164
26,33,608563,609113
26,15,608563,609113
31,35,608565,609164
10,21,608590,608590
10,6,608597,608597
10,27,608604,609150
10,20,608604,609225
14,1,608609,609076
16,14,608641,608641
16,5,608648,608648
16,1,608648,609231
16,18,608648,609231
27,28,608648,608648
27,2,608648,608925
20,26,608653,608653
20,35,608658,608658
20,21,608658,609283
20,27,608658,609215
4,27,608692,608692
4,6,608692,608692
4,20,608692,609317
18,0,608731,608731
22,1,608741,608741
22,16,608746,608746
28,15,608792,608792
21,4,608796,608796
28,10,608797,608797
28,2,608797,609422
21,28,608799,608799
21,6,608799,608802
21,20,608799,609228
28,33,608800,608800
24,31,608838,609463
24,20,608838,609228
35,27,608840,609222
35,10,608847,608847
35,28,608847,608847
35,15,608847,609414
35,33,608847,609419
9,17,608894,608894
2,28,608925,608925
2,15,608928,608928
2,10,608928,608928
32,3,608941,608941
32,18,608941,608941
0,5,609060,609060
0,14,609060,609060
1,5,609076,609076
1,10,609076,609076
1,9,609076,609076
1,32,609076,609076
1,0,609076,609076
26,32,609113,609113
6,27,609118,609118
6,2,609118,609118
6,10,609118,609675
10,31,609150,609775
10,21,609150,609775
14,3,609159,609159
31,24,609161,609161
31,10,609164,609164
27,26,609215,609222
27,21,609222,609222
27,10,609222,609222
27,4,609222,609222
20,9,609225,609225
20,4,609225,609225
20,15,609225,609225
20,26,609228,609228
16,3,609231,609231
4,18,609249,609249
4,3,609249,609249
4,5,609249,609249
4,33,609249,609249
18,13,609288,609288
18,3,609288,609288
18,19,609288,609288
22,20,609347,609347
21,2,609379,609379
21,10,609379,609379
21,4,609379,609379
19,26,609392,609392
19,13,609392,609392
19,22,609392,609954
35,6,609414,609419
24,21,609416,609416
24,33,609416,609420
24,26,609416,609420
24,15,609416,609420
35,20,609419,609419
24,6,609420,609420
2,35,609473,609473
1,4,609626,609626
1,26,609626,609626
1,31,609626,609626
3,0,609642,610267
6,24,609675,609675
15,35,609675,609675
15,2,609682,610278
10,6,609719,609719
10,35,609719,609719
14,27,609738,610363
16,27,609788,609788
16,33,609788,609788
16,15,609788,610338
27,33,609818,609825
27,32,609818,610443
27,14,609818,610314
27,16,609818,610443
20,2,609831,609831
28,5,609915,610493
28,21,609915,610540
32,16,610048,610338
32,6,610048,610673
32,27,610048,610380
32,33,610048,611797
6,32,610225,610225
6,14,610225,610225
3,9,610233,610233
15,35,610278,610278
14,15,610314,610314
14,16,610314,610314
14,6,610314,610314
14,33,610314,610314
16,14,610338,610338
27,6,610380,611005
20,24,610386,611152
21,28,610486,610486
22,33,610537,610537
22,14,610537,610537
22,32,610537,611120
22,4,610537,611162
9,0,610599,610599
0,9,610765,610765
0,3,610765,610790
3,35,610790,610790
6,16,610804,611960
14,4,610894,611519
14,32,610901,611477
14,16,610908,610908
4,32,610954,611579
4,33,610954,612677
9,3,611186,611186
32,4,611203,611541
32,22,611203,611797
6,27,611380,611380
14,33,611463,612617
14,22,611463,612088
16,27,611493,612656
4,15,611534,611541
4,22,611534,611716
4,14,611534,612617
32,20,611783,611797
32,15,611783,611797
6,20,611960,611960
6,19,611967,611974
6,32,611974,611974
15,16,612017,612017
15,2,612017,612591
15,22,612024,612024
15,35,612024,612024
15,24,612024,612598
14,20,612037,612037
16,32,612073,612073
4,6,612103,612117
20,4,612137,612762
20,33,612137,614399
20,6,612137,612762
22,15,612264,612264
22,6,612264,612264
22,14,612264,612264
22,33,612264,613411
19,20,612270,612270
6,4,612529,612536
6,20,612529,613683
6,33,612536,613096
6,14,612543,612543
15,16,612591,612605
14,15,612596,612596
15,6,612605,612605
4,20,612670,613236
4,15,612677,612677
19,22,612822,612829
22,20,612843,612843
22,27,612843,613468
22,6,612850,612850
2,15,612913,612913
2,6,612913,612913
2,22,612913,613538
2,33,612913,614116
2,20,612913,613538
6,22,613096,613721
6,4,613103,613103
27,22,613238,615211
4,14,613243,613243
20,14,613244,613244
4,33,613250,613250
14,4,613260,613260
22,2,613411,613425
22,35,613411,614036
22,6,613418,613655
22,20,613425,613425
6,2,613655,613683
6,33,613662,621911
0,3,613676,613704
20,2,613823,614116
4,35,613893,613893
22,33,614002,615204
35,15,614014,614014
35,20,614014,614639
35,22,614014,615211
35,27,614014,614639
2,35,614116,614116
13,23,614171,614171
6,15,614291,614291
6,22,614291,614291
6,27,614291,614298
6,35,614298,614923
6,15,614312,614319
6,22,614312,614326
27,35,614393,620246
20,35,614399,614399
20,15,614399,614399
35,2,614590,614590
35,33,614590,616865
22,2,614593,614593
2,6,614700,614700
2,15,614707,614707
6,27,614883,615508
6,15,614890,614890
14,20,614979,614986
20,22,614979,614979
20,27,614979,614993
20,14,614986,614986
20,4,614986,614993
20,35,614993,614993
2,33,615291,618751
2,24,615291,615916
27,6,615542,615556
35,6,615739,615753
35,24,615739,616364
24,22,615745,615745
24,15,615745,616321
24,6,615745,616370
24,33,615745,618667
24,35,615752,616306
24,27,615759,616384
24,2,615759,616327
22,4,615808,615808
2,16,615882,616507
2,6,615882,616507
6,24,616045,618096
6,22,616052,616052
27,33,616109,616109
27,16,616116,616116
27,24,616116,616321
16,27,616158,616158
16,22,616158,616165
16,6,616158,616783
16,33,616158,617346
16,35,616158,616783
16,2,616165,616430
16,24,616165,616790
35,16,616306,616872
35,2,616313,616313
35,15,616313,616313
24,16,616314,617346
6,16,616653,616660
6,2,616660,619322
27,16,616682,616682
16,15,616766,616773
35,24,616872,617501
35,6,616879,616879
24,27,616887,618110
22,16,616903,616903
27,16,617318,617318
16,27,617346,617346
24,2,617439,617439
24,2,617460,617460
35,33,617501,617522
35,24,617522,617529
35,6,617529,618154
2,3,617559,618184
17,32,617668,617675
17,18,617668,617675
17,22,617668,619394
17,29,617668,620559
17,11,617675,619961
17,14,617675,620554
17,13,617675,620559
3,20,617768,617775
3,2,617768,619322
3,6,617768,618393
3,24,617775,618400
6,35,617836,618093
24,2,618089,618110
24,35,618096,618721
17,10,618222,618222
17,12,618222,618816
3,31,618348,618348
6,27,618440,618440
6,3,618440,622441
7,15,618480,618480
27,20,618492,619117
24,3,618667,618951
24,6,618667,622831
24,20,618667,619292
35,33,618689,618689
35,24,618689,622831
35,20,618689,619314
17,16,618816,620559
3,33,618951,618951
31,24,619005,619005
31,2,619005,619630
31,33,619005,621947
31,35,619005,619630
31,3,619012,619637
6,31,619047,619595
6,20,619047,619672
20,3,619064,619689
20,6,619064,619675
20,2,619064,619689
20,27,619064,620246
20,33,619064,622062
20,35,619064,623217
20,24,619064,623986
35,6,619255,619595
35,31,619255,622805
24,27,619263,619888
24,31,619263,619888
2,31,619301,619308
2,20,619301,619322
2,33,619315,619322
3,20,619555,619669
3,31,619562,623026
7,1,619634,619634
27,6,619666,619666
20,31,619669,619669
27,33,619673,621453
24,33,619829,621620
24,2,619836,619836
35,33,619863,619863
17,18,619961,620554
17,32,619961,620559
8,32,620158,620783
3,24,620162,620162
3,33,620162,620162
31,24,620188,620799
31,20,620188,620799
16,32,620315,620315
16,8,620315,620940
17,20,620554,620559
17,22,620559,620559
32,16,620601,621149
32,8,620601,622462
8,16,620734,620891
31,6,620792,621417
31,27,620799,621424
27,31,620849,621399
27,24,620849,621467
20,31,620851,621476
20,3,620851,621476
35,33,621046,621664
17,28,621165,621771
17,10,621179,621771
6,35,621326,622481
6,31,621326,623130
16,35,621439,621439
16,3,621439,621439
16,20,621439,621439
16,33,621439,621439
16,6,621439,621439
16,31,621439,621439
20,6,621455,621462
27,20,621460,621460
27,35,621460,621467
27,16,621460,621467
35,3,621657,621657
17,30,621757,621771
3,24,621893,621893
3,20,621893,622441
6,27,621911,621911
31,20,621947,623130
27,33,622060,622060
17,13,622372,622386
17,19,622386,622386
20,6,622610,623049
17,32,622987,625300
17,22,622987,626414
17,6,622994,622994
17,14,622994,622994
17,16,622994,628659
17,11,623001,628659
6,35,623049,623049
31,24,623130,623130
17,18,623586,624175
17,4,623586,624757
3,0,624164,624789
17,14,624175,625300
17,20,624175,625300
17,2,624757,624757
17,6,624757,624757
17,5,624757,624757
0,3,625219,625820
17,18,626414,626414
17,4,626414,628659
17,19,626414,628659
17,5,626967,626967
17,12,626967,627524
17,13,626973,628085
17,18,627524,627524
17,22,627524,628659
3,0,627529,627529
17,20,628081,628081
0,3,628119,628119
17,32,628659,628659
17,32,629231,629231
3,0,629849,630474
0,3,629887,630449
17,22,640320,640880
17,32,640327,642649
28,10,651057,651682
10,28,652044,652801
33,22,698924,698924
33,11,698924,700073
33,6,699476,700073
33,35,699476,701818
33,15,699476,702397
33,21,699476,705838
33,20,699476,705845
33,31,700073,700650
33,2,700073,701812
33,27,700646,701235
33,6,700653,700653
33,11,700653,701239
33,24,700653,701239
33,28,700653,701241
33,12,701235,701241
33,31,701241,701244
33,27,701244,702397
33,5,701806,701806
33,6,701806,701806
33,24,701806,705845
33,10,701812,701818
33,12,701818,701818
33,31,701818,704121
33,32,702983,702983
33,28,702983,702983
33,13,702983,702983
33,35,703541,705838
33,2,703541,710522
33,15,704101,704107
33,27,704101,705268
33,6,704107,704666
33,15,704666,705845
17,18,704727,705277
17,20,704727,705284
17,19,704727,706398
17,12,704727,706979
17,29,704727,706979
17,13,704727,706979
17,31,705277,705277
17,35,705277,705277
17,22,705284,706979
33,31,705838,705838
17,18,706398,706398
33,17,706423,706423
33,28,706423,706423
33,32,706423,706430
33,13,706423,706430
33,10,706430,706430
33,18,706430,706430
17,20,706979,706979
17,16,706979,706979
33,11,706999,707583
33,27,706999,708159
33,35,706999,712847
33,21,706999,712847
33,24,706999,712847
33,20,706999,713441
33,6,707005,707005
33,31,707005,708159
33,6,707590,712844
17,19,708100,710423
17,29,708100,710423
17,16,708100,712200
17,13,708100,714520
17,20,708643,708643
33,11,708756,709322
17,32,709244,709828
33,27,709322,710517
17,18,709828,709828
33,31,709926,710517
17,22,710423,710423
33,28,710517,711677
33,11,711119,711119
1,23,711325,711339
17,32,711598,712186
33,27,711677,712847
33,31,711677,712847
17,18,712186,712186
17,33,712200,712200
17,20,712200,712793
33,10,712251,712844
33,28,712254,712841
33,11,712254,712844
17,32,712786,713370
17,18,712793,713951
33,2,712841,712847
30,32,712922,712929
17,16,713370,713951
33,6,714044,716333
17,31,714520,714520
33,2,714589,716333
33,22,715178,717486
33,21,715178,718086
1,34,715456,715456
33,12,718079,718086
33,11,718086,718086
33,22,718663,720435
33,26,720995,722154
33,12,722154,722154
30,23,722662,722662
33,5,723318,723925
33,22,787333,787333
33,31,788489,789664
33,27,788489,790207
33,21,788489,790207
33,20,788489,790207
33,19,788496,788503
33,2,788496,790792
33,35,788510,790207
17,33,789030,789030
33,26,789659,789659
33,12,790207,790207
33,26,791376,791376
33,20,791376,792002
33,21,791376,792615
33,35,791376,794347
33,27,791376,794347
33,31,791383,794347
33,32,791984,791992
33,19,791984,791996
33,2,791984,792596
33,24,791989,793770
33,26,792002,792620
33,32,792592,794932
33,20,792602,794347
33,2,792620,793199
33,26,793203,794347
33,21,793203,794347
33,19,793770,793770
33,2,794347,794347
33,13,794925,794939
33,17,794925,794946
33,18,794946,794946
33,16,794946,794953
33,32,795516,796110
33,2,795516,797274
33,24,795516,797274
33,21,795516,797274
33,26,795516,797865
33,20,795516,797865
33,27,795516,799040
33,31,796110,797274
10,35,797475,798100
35,10,797694,802257
33,26,797893,797907
33,20,797893,806007
33,24,798466,810105
33,31,799641,801438
33,29,799641,802567
33,21,800249,812422
33,26,800249,812428
33,18,800851,801994
33,35,800851,801994
33,31,802008,802553
33,35,802560,812428
33,31,803152,806575
35,10,803412,805156
10,14,806615,806615
33,20,807178,809505
33,31,807185,812428
33,20,810717,812428
33,24,811261,812428
5,18,817360,819104
5,12,817360,819118
5,14,817360,819118
5,2,817936,817936
5,16,818515,818515
5,24,818515,818515
5,19,818515,818515
5,13,818522,818522
5,16,819104,819104
5,28,819111,819111
5,20,819687,819687
5,19,819687,820892
5,18,820892,822040
5,13,821438,822637
5,14,822033,823231
5,20,823231,823231
5,24,823231,823231
5,19,823231,823231
5,18,824342,824898
5,32,824884,824884
5,16,824884,824884
5,14,824884,826109
5,24,824891,825501
5,17,824898,824898
5,22,824905,824905
5,12,825501,825501
5,16,825501,825501
5,6,825501,826081
5,2,826081,826081
5,18,826088,826109
5,20,826095,826109
5,24,826102,826102
5,2,826102,826102
5,6,826102,826109
5,32,827874,827874
5,17,827874,827881
5,18,827874,827888
5,24,827874,827895
5,33,827888,827888
5,2,827888,827888
5,12,828456,828456
5,18,829025,829587
5,33,829587,829587
5,2,829594,829594
5,19,829594,829594
5,4,829594,829594
5,24,829594,829594
5,2,830736,830736
5,12,831282,834271
5,33,840183,841333
15,22,845358,845948
15,33,845927,845948
15,11,845934,845962
15,22,845969,845969
15,33,845969,849502
12,24,846056,846056
12,18,846056,846056
12,2,846056,846599
12,17,846056,847756
12,14,846056,848336
15,6,846561,848314
12,35,846599,847201
12,16,846599,847765
12,20,846599,847770
12,5,846599,848336
15,11,847159,847159
15,24,847159,848318
15,21,847159,848901
15,2,847159,848901
15,35,847159,850053
15,31,847163,847163
15,20,847163,847163
15,10,847163,848318
12,6,847198,847201
12,28,847198,847765
12,27,847201,847201
12,33,847201,847201
12,32,847201,847201
15,28,847754,849502
12,22,847756,847756
12,18,847756,848329
12,19,847759,847759
12,10,847759,847759
12,13,847765,847770
12,2,847770,847770
12,32,847770,847770
15,11,848311,850053
15,31,848314,848314
15,20,848314,848939
15,27,848318,848943
13,22,848657,849247
13,32,848657,849266
12,33,848932,848946
12,13,848946,848946
22,11,849090,849657
22,15,849090,849657
13,14,849243,849247
13,18,849243,849266
13,12,849243,850993
13,17,849243,851004
13,29,849247,849259
13,22,849266,849891
13,5,849273,849273
13,14,849273,850399
6,27,849472,850097
15,31,849502,850127
12,20,849516,849516
12,24,849516,849516
27,6,849539,850596
13,29,849843,849843
13,16,849843,850468
15,6,850046,850046
15,24,850046,850671
15,21,850053,851790
27,21,850144,850769
22,29,850220,850220
22,14,850220,850845
22,32,850220,850845
22,17,850220,853165
21,6,850278,850903
21,27,850278,852019
21,35,850285,850910
13,18,850393,850405
13,32,850393,850993
13,19,850399,850993
13,5,850411,850411
11,22,850452,850452
11,15,850452,851603
11,33,850452,853310
6,21,850596,850596
6,10,850596,850596
10,21,850611,850611
10,15,850611,850625
10,33,850611,850632
10,35,850611,851236
10,27,850611,851195
15,33,850621,853473
10,21,850632,851257
10,6,850632,851257
12,17,850678,851837
2,31,850687,850687
2,27,850687,851233
2,10,850687,851312
2,35,850687,851312
2,11,850687,851794
2,6,850687,851312
2,15,850687,851312
14,20,850687,850687
14,22,850687,850814
20,22,850728,850728
22,5,850814,850814
22,18,850814,851439
22,13,850814,853165
21,10,850861,851195
21,20,850861,851486
24,11,850915,851508
24,27,850915,851540
24,33,850915,852663
24,10,850915,851540
24,15,850915,852671
24,20,850915,851540
24,35,850915,851540
35,21,850934,850934
35,10,850934,850934
35,33,850934,850934
35,15,850934,850934
35,24,850934,852089
35,11,850934,851559
35,20,850934,851559
13,14,850987,851612
13,29,850999,851004
13,18,850999,851624
32,22,851001,851001
32,18,851001,851626
32,29,851001,851626
32,13,851001,851626
11,10,851045,851045
11,6,851045,851670
11,21,851045,851670
11,27,851045,851670
29,13,851049,851641
29,32,851049,851579
29,22,851049,851674
29,17,851056,853992
6,20,851178,851803
6,11,851178,851749
6,35,851178,851803
6,15,851178,851803
6,2,851178,852339
6,33,851178,853466
6,24,851178,851803
10,2,851195,851195
10,24,851195,852393
10,11,851195,851820
10,20,851195,851820
15,2,851214,852381
15,6,851214,852339
31,11,851231,851235
31,21,851231,851262
31,35,851231,851262
31,33,851231,851803
31,27,851231,851856
31,24,851231,851856
31,2,851231,851856
2,33,851233,852374
31,10,851235,851253
12,5,851238,851238
12,14,851238,851837
31,20,851241,851866
31,15,851253,851253
14,13,851279,851279
14,17,851279,852414
14,18,851279,851904
14,32,851279,851904
20,31,851286,851883
20,35,851286,851886
20,27,851286,851911
20,24,851286,851893
20,15,851286,851899
20,6,851286,851749
20,11,851286,851911
27,20,851295,851886
27,15,851295,851896
27,33,851295,851904
27,31,851295,851913
27,24,851295,852066
4,28,851327,851327
18,22,851366,851373
18,14,851366,851958
18,5,851366,852529
18,32,851366,851572
18,17,851373,851965
18,13,851373,851567
22,12,851398,852576
22,29,851405,852212
21,33,851443,851443
21,24,851443,852068
21,31,851443,852068
35,27,851492,851492
35,6,851492,851754
35,31,851492,852117
35,2,851492,851790
24,6,851508,851508
24,21,851508,851508
24,31,851508,852360
13,32,851567,852765
13,19,851567,852192
32,5,851572,852164
32,17,851572,853916
32,14,851579,852734
11,31,851603,851603
11,24,851603,851603
11,17,851603,851603
11,20,851603,851903
11,35,851603,852089
6,28,851749,852374
6,10,851754,851754
6,31,851754,852379
2,20,851785,851790
2,28,851790,852415
2,31,851790,853518
2,27,851794,851794
2,21,851794,851794
10,28,851800,851800
10,17,851800,852393
10,15,851800,852393
31,11,851803,851803
31,10,851803,851803
31,28,851803,852428
31,6,851809,852367
31,21,851815,854945
31,35,851815,852093
12,24,851837,851837
12,16,851844,852417
14,5,851850,853028
16,22,851866,851866
20,5,851883,851883
20,28,851883,851883
20,2,851883,851886
20,21,851886,851886
20,10,851886,851886
20,12,851886,851888
20,33,851886,851893
20,32,851888,851888
27,10,851892,851892
27,35,851892,851904
27,2,851892,851904
27,11,851892,852466
20,31,851893,851893
20,28,851893,852446
27,32,851896,851896
20,27,851899,852524
20,10,851903,851903
20,35,851903,851903
20,12,851903,851903
20,2,851903,851905
20,21,851903,852449
20,31,851905,852994
27,15,851908,851908
27,10,851908,851920
27,20,851908,852449
27,28,851913,851920
27,35,851920,852545
18,12,851958,852583
28,17,851996,851996
28,35,851996,851996
28,2,851996,851996
28,21,851996,852621
28,31,851996,853518
28,24,851996,852621
28,15,851996,853767
22,5,851998,851998
21,28,852014,852014
21,2,852014,852014
21,15,852019,852019
21,11,852019,852219
21,6,852019,852644
24,2,852066,852691
24,28,852066,853226
35,28,852089,852089
35,5,852089,852093
35,10,852093,852097
35,21,852093,852100
35,33,852093,852650
35,17,852097,852097
35,15,852097,852650
35,6,852100,852100
35,11,852100,852103
35,24,852100,852659
35,27,852100,852466
35,28,852103,852109
35,12,852103,852654
35,31,852106,852106
35,10,852109,852109
35,6,852109,852109
35,21,852109,852650
32,16,852164,852164
32,22,852164,852583
32,12,852164,852789
13,33,852172,852172
13,28,852172,852172
11,12,852200,852200
11,32,852200,852200
11,2,852200,852825
11,28,852202,852206
11,10,852206,852206
11,24,852206,852831
11,31,852209,852209
11,15,852209,852216
11,17,852209,852760
11,20,852216,852219
11,10,852219,852219
11,29,852219,852219
6,27,852339,852339
6,21,852339,857008
6,11,852342,852967
31,11,852356,852356
31,10,852367,852367
31,15,852367,852936
2,10,852368,852374
2,35,852372,852374
2,24,852372,852663
2,21,852374,852374
2,11,852374,852961
2,6,852379,852961
2,20,852379,853004
2,27,852385,852385
14,16,852410,852418
14,13,852410,853014
14,22,852414,852418
14,12,852414,853014
12,2,852417,852417
12,32,852417,852417
12,18,852417,853096
20,6,852446,852446
20,24,852446,852685
20,15,852446,857042
20,33,852449,852449
20,10,852449,852449
20,35,852449,852453
20,32,852453,852453
20,12,852453,852453
16,12,852458,852464
16,20,852458,852464
16,13,852458,853028
16,5,852458,853600
16,17,852458,854210
27,2,852461,852466
27,15,852461,853020
16,18,852464,853089
16,14,852464,853089
16,32,852464,853089
27,33,852466,852466
27,31,852472,853097
18,16,852529,853089
22,14,852563,852563
22,11,852576,852576
22,16,852576,852583
22,18,852583,853208
28,33,852589,852589
28,6,852589,853147
28,5,852589,853748
28,20,852589,853214
21,33,852607,852607
21,28,852607,853735
19,5,852643,852650
19,12,852643,853257
19,13,852643,853263
19,17,852643,853859
19,16,852643,853268
19,14,852643,853268
19,18,852650,853275
35,11,852650,852659
35,5,852654,852654
35,20,852654,853279
35,6,852659,852659
35,28,852659,853284
24,5,852663,852663
24,11,852666,853226
24,27,852671,852677
24,21,852671,852680
24,10,852673,852673
24,33,852673,853226
24,2,852673,853779
24,6,852677,854935
24,5,852680,852680
24,15,852680,852925
32,18,852734,852734
32,29,852734,852734
11,35,852760,852760
11,31,852760,853314
11,15,852764,852764
11,28,852764,853310
13,4,852765,853390
11,12,852769,852769
11,20,852769,852769
11,21,852769,853394
29,13,852779,853404
29,14,852779,853389
29,11,852786,852786
29,32,852786,853411
29,22,852786,854587
6,5,852906,852906
6,20,852906,853531
15,35,852925,852925
15,11,852925,852925
31,27,852936,855811
10,5,852951,852951
10,2,852951,853576
10,21,852951,853548
10,33,852951,853554
10,35,852951,853576
2,28,852961,852961
20,6,852994,852998
20,28,852994,852998
20,11,852994,853619
20,10,852998,853003
20,33,853003,853003
20,12,853003,853003
20,32,853003,853572
20,35,853003,854725
14,19,853007,853624
27,28,853020,853596
27,35,853020,854360
14,16,853021,853028
14,18,853021,853646
14,17,853021,853624
27,33,853027,853027
27,2,853027,853027
27,12,853027,853027
27,10,853027,853652
27,11,853027,854178
27,21,853027,853652
14,22,853028,853028
14,32,853028,853624
16,19,853028,853588
16,22,853028,853594
18,19,853089,853089
18,14,853089,853624
18,5,853103,853103
22,19,853165,853790
21,27,853171,853171
21,15,853171,853171
35,21,853200,853204
35,15,853200,853204
35,33,853200,853209
35,10,853209,853209
24,12,853226,853226
24,10,853226,853851
24,27,853230,853234
24,21,853230,853731
19,32,853245,853245
19,2,853252,853252
19,5,853252,853859
19,22,853257,853263
19,32,853263,853888
32,16,853294,853294
32,19,853301,853897
32,29,853308,853308
32,18,853308,853933
11,6,853310,853310
11,10,853310,853554
11,22,853317,853317
11,15,853317,854468
11,20,853317,854729
13,5,853323,853323
13,18,853323,853323
13,29,853323,853389
13,14,853323,853948
6,2,853466,853472
6,15,853466,854681
6,35,853472,854097
6,10,853478,853580
2,10,853517,853517
2,33,853517,853517
31,24,853518,853775
10,27,853548,853586
10,31,853554,853554
10,15,853560,853567
10,24,853560,853580
10,28,853567,853567
10,2,853567,854134
20,2,853572,853572
20,31,853572,855318
10,21,853574,853574
10,11,853574,853586
10,33,853574,854127
10,15,853586,853586
10,28,853586,854211
16,20,853594,853594
16,13,853600,853600
16,24,853600,853600
16,12,853600,854225
14,13,853624,853624
14,12,853624,853624
18,19,853692,854904
18,16,853692,854317
18,22,853699,853699
18,32,853699,853713
18,5,853706,856638
18,17,853713,853713
21,11,853731,853731
21,33,853735,853735
21,2,853735,853740
21,15,853740,854349
21,35,853740,854365
21,27,853740,862436
28,11,853744,853748
28,27,853748,853748
28,35,853748,853772
28,21,853754,853772
22,4,853760,854385
28,33,853760,853767
28,2,853760,853772
28,6,853760,853772
28,27,853767,853772
28,11,853772,853772
28,10,853772,861100
24,33,853775,853784
24,20,853775,854400
35,6,853778,855527
35,24,853778,856091
35,11,853778,854403
35,31,853778,857025
24,27,853784,853784
24,15,853784,854353
11,32,853886,853886
11,33,853886,853886
32,22,853897,854522
32,14,853897,854522
32,16,853903,853916
13,17,853927,854511
13,32,853927,855631
13,29,853940,853958
13,5,853946,855056
13,22,853952,853952
13,18,853958,854499
6,27,854067,854754
6,31,854073,854698
31,6,854089,854089
31,11,854089,854096
2,15,854122,856456
2,21,854122,854747
2,35,854127,856456
20,21,854154,854725
20,27,854154,854725
20,6,854154,855274
27,15,854178,854754
27,24,854178,854803
12,5,854185,854185
12,14,854185,854206
16,19,854189,854196
12,24,854192,854766
16,22,854196,854196
12,20,854199,854199
12,16,854199,854199
16,29,854203,854203
16,5,854203,855401
12,5,854206,854206
14,10,854212,854212
14,2,854212,854219
4,28,854270,854270
4,10,854270,854270
18,29,854309,854309
18,4,854309,854934
28,4,854313,854313
22,16,854314,854314
22,32,854314,854328
22,14,854314,854939
28,5,854320,854320
28,14,854320,854327
28,13,854327,854327
21,24,854329,854954
21,11,854335,854335
24,21,854353,854353
24,11,854353,855046
24,31,854353,854681
35,15,854360,855521
35,21,854360,855521
19,2,854447,855023
19,20,854447,855596
19,4,854447,855072
19,29,854447,855072
11,35,854468,855046
11,6,854468,855093
13,14,854499,854499
13,22,854504,854511
13,19,854504,855129
32,4,854512,854512
32,19,854512,857342
29,4,854580,854580
29,18,854587,854587
6,2,854681,855306
31,2,854681,855327
31,6,854687,854687
31,33,854687,855251
31,15,854687,855816
2,27,854722,855347
2,33,854722,856456
2,6,854722,857008
20,24,854725,855318
20,5,854729,854729
20,33,854729,856442
27,33,854749,855345
27,2,854749,855875
12,17,854766,854766
14,22,854790,854790
14,13,854790,855415
14,18,854790,855415
14,32,854790,857104
14,5,854790,857111
14,19,854790,857111
16,13,854806,855431
16,19,854806,855431
16,14,854806,855431
16,4,854806,855431
16,22,854806,855431
4,16,854858,854858
4,13,854858,855062
4,19,854858,856599
4,22,854858,855528
4,32,854865,855490
28,17,854868,856611
18,14,854897,857104
18,32,854904,856048
18,13,854904,855529
22,18,854921,854921
22,32,854928,855528
19,13,855023,855056
11,31,855039,855638
11,2,855046,855671
13,12,855052,855052
13,18,855052,855056
13,14,855052,855062
13,16,855056,855062
13,29,855056,855062
13,22,855062,855062
13,17,855062,855062
32,29,855100,855100
32,16,855107,855678
32,5,855107,857428
6,11,855269,857595
20,2,855314,855882
27,11,855345,855345
27,35,855345,855970
14,16,855363,857135
4,18,855436,855436
18,22,855475,856100
24,33,855506,857231
24,2,855506,857236
24,15,855509,856094
24,21,855509,855533
24,27,855509,862504
22,13,855521,856685
35,27,855521,855527
35,33,855521,857264
22,18,855528,856638
21,2,855533,856456
21,33,855533,856682
19,5,855596,856773
19,6,855596,857342
11,15,855631,855631
13,28,855631,855631
13,10,855631,855631
13,33,855631,855631
11,21,855638,856769
29,19,855731,857479
31,24,855811,857617
31,6,855816,855845
6,15,855845,857595
20,27,855882,857068
20,21,855882,862829
27,6,855909,857071
12,20,855911,855911
12,19,855911,855925
12,2,855918,855925
12,13,855918,855925
14,17,855953,857104
16,17,855972,858293
16,18,855972,856638
4,29,856009,856009
4,14,856009,857186
18,17,856048,856048
22,5,856096,856096
22,16,856096,856096
22,17,856096,856096
21,15,856109,856109
21,31,856109,856417
19,16,856186,857135
11,29,856202,856202
11,24,856202,856202
32,4,856251,857186
29,22,856321,856685
31,27,856411,856469
6,33,856418,861028
31,15,856424,856429
31,20,856429,857054
20,19,856442,856442
20,11,856445,856445
20,31,856445,856448
20,35,856445,860561
20,24,856445,857070
